sample_id,email_hash,request_id,provider_request_id,true_label,model,provider,model_id,temperature,status,error_type,error_message,parse_error,attempts,latency_seconds,api_status_code,predicted_label,probability,remetente_suspeito,senso_urgencia_medo,solicitacao_dados_sensiveis,links_suspeitos,erros_gramaticais,email_nao_solicitado,saudacao_generica,anexos_suspeitos,formatacao_estranha,oferta_boa_demais,dominio_suspeito,remetente_falsificado,historias_elaboradas,personalizacao_excessiva,falta_contato,conteudo_emocional,inconsistencias_contato,anexos_estranhos,endereco_resposta_diferente,botoes_enganosos,score_risco_geral,score_confianca,score_urgencia,score_solicitacao_sensivel,score_suspeita_links,explanation,contato_ausente_ou_inconsistente
email_09897,4b81bf31c1c4af5f,groq-gpt-oss-120b:email_09897:40f7877503c6,req_01kqwcfrtyep09y1zf7e0vw9ns,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.6918,200,safe,0.25,0,0,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email is a legitimate academic call, lacks malicious links, but unsolicited and poorly formatted.",
email_10005,719aa95c6c416e48,groq-gpt-oss-120b:email_10005:424de760253e,req_01kqwc9dhwe2ya1mrwdmrxqbm3,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,27.2612,200,safe,0.92,0,0,0,0,1,1,0,0,1,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,10,10,5,5,5,"Email is a political article, no request for data or links, safe.",
email_10252,e9ab59c04c7ff9e2,groq-gpt-oss-120b:email_10252:525f31645ff8,req_01kqwctfh4f5pv7ab7m4sy2zjt,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,26.0167,200,safe,0.95,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email is internal corporate discussion, no malicious request, links, or spoofing indicators.",
email_10394,e551ca19aa1a5d0c,groq-gpt-oss-120b:email_10394:4bfa654b9ff4,req_01kqwc8n67ekyry8js5704qjrr,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.7243,200,phishing,0.96,1,1,0,0,1,1,1,0,1,1,0,0.0,1,0,0.0,1,1.0,0.0,0,0,0,0,0,0,0,"Advance-fee scam with many red flags: unsolicited, urgent, grammatical errors, unrealistic offer.",
email_10409,2d68850a3a134dc1,groq-gpt-oss-120b:email_10409:6551a075a1fa,req_01kqwcxpcef6wb82jf0ytd8jt2,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.5111,200,safe,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email is a benign request for lab equipment info, no suspicious elements.",
email_11078,2e1cfa82b035c26c,groq-gpt-oss-120b:email_11078:c0753a252975,req_01kqwbrxxtes0v7160r3j7m501,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,20.0489,200,safe,0.95,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,10,0,0,0,"Email vazio, sem indícios de phishing.",
email_11152,b022fc4b9107f7bb,groq-gpt-oss-120b:email_11152:942ffb907435,req_01kqwbkmvfeq2v80trcc9t9ny4,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,23.7331,200,phishing,0.95,1,0,0,1,1,1,0,0,1,1,1,1.0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email contém link suspeito, erros graves, oferta irreal e domínio estranho, típico de phishing.",
email_11344,aa2a7ddb6ab8ec58,groq-gpt-oss-120b:email_11344:1ff1e4655c7d,req_01kqwbcdncemj98tz98we9kgx9,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.1335,200,phishing,0.92,1,0,1,1,1,1,1,0,1,1,1,0.0,0,0,0.0,1,0.0,0.0,0,0,0,0,0,0,0,"Spam porn email requesting credit card, many errors, generic greeting, suspicious link.",
email_11627,fa49c80ba314ca02,groq-gpt-oss-120b:email_11627:1b3727c4cdf5,req_01kqwd1xvqf8kb901a2e32gvty,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,23.5149,200,safe,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email is a legitimate security advisory with no phishing indicators.,
email_11681,64333514f6362232,groq-gpt-oss-120b:email_11681:a0e353a41728,req_01kqwd3apve9ts2mwztrr8180n,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,21.6211,200,phishing,0.92,1,0,0,1,1,1,0,0,1,1,0,0.0,0,0,1.0,1,0.0,0.0,0,0,10,10,10,10,10,"Email tem erros, link suspeito, oferta irreal e parece não solicitado, indicando phishing.",
email_11712,8109f19a649abb71,groq-gpt-oss-120b:email_11712:999785658153,req_01kqwcjb3sf30bf7ysvzf7kq0c,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.727,200,phishing,0.96,0,1,0,1,1,1,0,0,1,1,1,0.0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,"Spam offering illegal drugs, suspicious links, urgent/fear tone, unsolicited, domain unknown.",
email_11842,57321ee74128f6cf,groq-gpt-oss-120b:email_11842:23bae642a280,req_01kqwcs2e2erntnsj87xjm93rk,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,22.4505,200,phishing,0.78,0,1,0,1,0,1,1,0,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Unsolicited generic job offer with urgent language and suspicious click links; typical phishing traits.,
email_11860,0c6fe9e8364bf721,groq-gpt-oss-120b:email_11860:6cc68b00dd8e,req_01kqwbm6t7eq7ttr1fc10cgjyk,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.7947,200,safe,0.07,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Technical mailing list discussion, no suspicious elements.",
email_11983,fc0d100863b90956,groq-gpt-oss-120b:email_11983:deb347c4444a,req_01kqwca86re389ad0qygcbrtzd,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,24.5714,200,phishing,0.97,1,0,0,0,1,1,0,0,1,1,1,1.0,0,0,1.0,1,0.0,0.0,0,0,0,0,0,0,0,"Spam offering free adult content, many grammar errors, no greeting, suspicious sender, unrealistic offer.",
email_12243,d63b6ce3e7580003,groq-gpt-oss-120b:email_12243:f5442334b51d,req_01kqwd2n2kev7s7ecpv70w73w0,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,24.5355,200,safe,0.95,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,5,0,0,"Email is a casual discussion, no malicious links or data requests; only grammatical errors present.",
email_12341,8687172b4e252f63,groq-gpt-oss-120b:email_12341:4356c3470bcd,req_01kr55s997e1fakp905eb2nk2j,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,28.218,200,phishing,0.98,1,1,1,0,1,1,1,0,0,1,1,,1,0,,1,,,0,0,0,0,0,0,0,"Classic advance-fee scam with many red flags, high phishing probability.",1.0
email_12475,cb618d741758a6c6,groq-gpt-oss-120b:email_12475:75102fe299d2,req_01kr55rdgcegsbf3c185twts98,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,2.909,200,safe,0.85,0,0,0,0,0,1,1,0,1,0,0,,0,0,,0,,,0,0,0,0,0,0,0,"Email informativo não solicita dados, mas é não solicitado e sem saudação, indicando baixa suspeita.",0.0
email_12749,c76bed20f562cc74,groq-gpt-oss-120b:email_12749:3e270575ddbb,req_01kqwbbwp9emdaz2zq4xkb8qtk,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,23.7629,200,phishing,0.92,1,0,0,1,1,1,0,0,1,0,0,0.0,0,0,1.0,1,0.0,0.0,0,0,0,0,0,0,0,"Spam with explicit content, poor grammar, unsolicited, implied malicious link; high phishing risk.",
email_12947,2e1cfa82b035c26c,groq-gpt-oss-120b:email_12947:9c27a79e19f9,req_01kqwbyfptevdb1f8k8dfdta8q,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,22.7847,200,safe,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,Email vazio sem indícios de phishing,
email_13299,c62da74a580a82af,groq-gpt-oss-120b:email_13299:48c37a587cf6,req_01kqwbyzc4eekv023rncg76mds,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.0419,200,phishing,0.97,1,1,0,1,1,1,1,0,1,1,0,0.0,0,0,1.0,1,1.0,0.0,0,0,10,10,10,10,10,"Saudação genérica, urgência, erros, link suspeito e oferta irreal indicam phishing.",
email_13326,31b492eff16c9081,groq-gpt-oss-120b:email_13326:bd3b77e61408,req_01kqwcbc39emp82pbdjep9yfhw,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.5576,200,phishing,0.92,1,0,0,0,1,1,0,0,1,1,1,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,10,0,10,"Spam with many errors, unrealistic claims, odd formatting; typical phishing characteristics.",
email_13764,c96603d83f2ee6b1,groq-gpt-oss-120b:email_13764:e199b2f0e6e2,req_01kqwbb4thfr2ae7jkrrmn2q5v,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,19.1495,200,safe,0.15,0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,"Email is informational, no data request or links, minor grammar errors, likely safe.",
email_13779,0b0c451ed08b1e9f,groq-gpt-oss-120b:email_13779:9ed55e3ac7c4,req_01kqwbwg56fxt8j75dtzdx4pe3,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.5492,200,safe,0.05,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email is a typical mailing list post with no malicious request or links; appears safe.,
email_14155,ee738558b5b05568,groq-gpt-oss-120b:email_14155:4becc13a1793,req_01kqwc04jcew4a4vtbmeq2z00z,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.4961,200,safe,0.1,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email is a technical discussion with benign links, no data request or urgency; minor formatting issues.",
email_15050,54e8c74f8a534a07,groq-gpt-oss-120b:email_15050:49e5daa6bdb4,req_01kqwbxqgvetz8kadnz1x5ftkj,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,22.2682,200,phishing,0.9,1,1,0,0,1,1,0,0,1,1,0,0.0,0,0,1.0,1,0.0,0.0,0,0,0,0,0,0,0,"Spam de promoção de ações com urgência, erros e ofertas irreais indica phishing.",
email_15274,64f45c52f0b00ba6,groq-gpt-oss-120b:email_15274:b5344aa4112f,req_01kqwc3f43e0js1tjd4g1q41p1,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,19.4733,200,safe,0.92,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,10,5,5,"Email is a normal mailing list discussion, no request for data or malicious links.",
email_15327,d79e9ba1a0553500,groq-gpt-oss-120b:email_15327:08991ad24882,req_01kqwc4283exvrbe0jh86h7zdr,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.8264,200,phishing,0.68,1,0,1,1,1,1,1,0,1,1,0,0.0,0,0,1.0,0,0.0,0.0,0,0,10,10,10,10,10,"Email unsolicited, generic, offers cheap cigarettes, asks credit card verification, contains click‑here link and many errors.",
email_15589,45cc345ccef7691b,groq-gpt-oss-120b:email_15589:a3c685d6870f,req_01kqwbtpx0fx6s4wk1sz25g30c,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.7143,200,phishing,0.86,1,0,0,0,1,1,0,0,1,1,0,0.0,0,0,1.0,0,0.0,0.0,0,0,10,10,10,5,5,"Spam nonsense with unsolicited promo, grammatical errors, weird formatting, too-good offer.",
email_16146,bd2af89b48451b56,groq-gpt-oss-120b:email_16146:67ee0ef856cd,req_01kqwcq6cner6stf5xv0wsvfny,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,21.1719,200,safe,0.95,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,5,5,5,"Email is internal technical discussion, no phishing cues; only minor typos.",
email_16323,44c52a572fc606d3,groq-gpt-oss-120b:email_16323:09db2327fb15,req_01kqwbajs9e7ssdq2khjhjhez4,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,23.7252,200,safe,0.78,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email appears internal, no malicious links or data request; grammar errors and generic greeting are minor flags.",
email_16447,869c4292a6e0e010,groq-gpt-oss-120b:email_16447:091dc993396b,req_01kqwd00mpf7qazm9vrhqx9pvw,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.9199,200,safe,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email is a typical mailing list discussion with no malicious request or links.,
email_17110,340c3b85395337c3,groq-gpt-oss-120b:email_17110:70852b8a6182,req_01kqwbt5nffx29x14brd97v5f2,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,23.5859,200,safe,0.92,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email appears as internal business note, no malicious links or data request; minor grammar errors only.",
email_17837,feedccd9451ee07d,groq-gpt-oss-120b:email_17837:c2e3083035ef,req_01kqwc1858ewk93q54th01c4kw,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.1409,200,safe,0.15,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email menciona anexo, mas não pede dados ou links; contém pequenos erros gramaticais.",
email_18021,89eb5358e156e033,groq-gpt-oss-120b:email_18021:01659b0e26af,req_01kqwbmsn1fv384rjhsbz3hdn1,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,19.9225,200,safe,0.05,0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email is casual discussion, no data request or malicious links; only minor grammar errors.",
email_18055,da9a176d0a510e3f,groq-gpt-oss-120b:email_18055:50065f3eabdf,req_01kqwbseh1ed2v1e097hgq1dtc,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,16.9526,200,safe,0.92,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email is academic review, no request, links, or urgency; appears safe.",
email_18201,ee70d0ca31e34f9e,groq-gpt-oss-120b:email_18201:80a47fddb988,req_01kqwcrd2fe72aqyt3wn44d3d3,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,19.1858,200,phishing,0.86,1,0,0,1,1,1,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,10,10,10,"Email unsolicited, contains suspicious links to unknown domains and grammar errors, typical phishing.",
email_18324,926c4c45aab7782c,groq-gpt-oss-120b:email_18324:41d637464919,req_01kqwd16xye96r7mad5jn4cxqh,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,19.0343,200,safe,0.15,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email is academic announcement, no urgent request or sensitive data; minor grammar errors only.",
email_18569,76aa7248d61fd19e,groq-gpt-oss-120b:email_18569:d75910a0d46e,req_01kqwbra5gerqt4qknng3da1nc,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,21.8996,200,safe,0.15,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,Texto incoerente sem pedido de dados ou links; apenas erros gramaticais.,
email_18583,e08d1f30df21cc1c,groq-gpt-oss-120b:email_18583:5f8719290a45,req_01kqwc56g9ejjbw6fj5w3s5m8g,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.6852,200,safe,0.04,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,"Email normal, sem solicitações, links ou urgência; parece comunicação legítima.",
email_18622,53e61d13e96a1d3d,groq-gpt-oss-120b:email_18622:47c7feb2831b,req_01kqwchs6je5fry03b2qr1r70t,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,2,40.9018,200,phishing,0.45,0,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Unsolicited job invite with grammar/format issues raises moderate phishing risk.,
email_00114,15fe7c09e6806aa0,groq-llama-3-3-70b:email_00114:ccd8190a5c7f,req_01kqwdk381eer9kx3kbnpgq6fy,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,11.181,200,phishing,0.8,1,0,0,1,0,1,0,0,0,0,1,0.0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,Link suspeito,
email_00205,818ca9dc6b337511,groq-llama-3-3-70b:email_00205:849f36b0d7f7,req_01kqwdpv6vefg8wapmcq3sx6wv,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,9.7391,200,safe,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Conteudo inofensivo,
email_00308,2268d3279b687cac,groq-llama-3-3-70b:email_00308:ecc93097e6f6,req_01kr50b8s8fbf810d4aff7dwq4,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,12.377,200,safe,0.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,Email interno,0.0
email_00497,e7c1c572c8e00594,groq-llama-3-3-70b:email_00497:fe4683d23059,req_01kqwdrv54eg1s35jqpjfqg2jf,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,10.7464,200,safe,0.2,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email parece ser uma discussao,
email_00727,f6275311b3d4f7b2,groq-llama-3-3-70b:email_00727:7d558eda5cd4,req_01kqwd5j9xf9xa4ttgzvkjxzsc,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,13.8521,200,safe,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email legítimo,
email_00954,9e1a875223b87e25,groq-llama-3-3-70b:email_00954:568171929352,req_01kr50c2xqeb0avsn2264nkbvj,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,13.835,200,safe,0.1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,Email tecnico,0.0
email_00977,a9d372da3e1d571c,groq-llama-3-3-70b:email_00977:ec06746291aa,req_01kqwdnv53ffws29wvc564hac9,phishing,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,13.6215,200,phishing,0.9,1,0,0,0,1,1,0,0,1,1,0,0.0,0,0,1.0,0,0.0,0.0,0,0,8,2,0,0,0,Conteudo suspeito,
email_01304,ed5cbee322ba06fd,groq-llama-3-3-70b:email_01304:88bc026df931,req_01kqwq1pgheewvbn68t7we787x,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,12.1989,200,safe,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email academico,
email_01323,25e3e561b36bcb27,groq-llama-3-3-70b:email_01323:6ff939a6fb42,req_01kqwdherwf05aajsy8hzyx954,phishing,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,9.7092,200,phishing,0.9,1,0,1,1,0,1,0,0,0,1,1,0.0,0,0,0.0,0,0.0,0.0,0,0,8,2,4,9,8,link suspeito,
email_01396,4150f5757f5b1ac4,groq-llama-3-3-70b:email_01396:ca8d3fefd73a,req_01kqwdss01egabs40bjhstpmbf,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,10.3615,200,safe,0.2,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email parece ser legítimo,
email_01489,d23e460567ec117e,groq-llama-3-3-70b:email_01489:d0c40b89b2ec,req_01kqwds4ppf36sdee4qab0r766,phishing,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,9.6009,200,phishing,0.9,1,0,0,1,1,1,1,0,0,1,1,0.0,0,0,1.0,0,0.0,0.0,0,0,8,2,4,0,6,Preco baixo,
email_01668,97bd723d4285c893,groq-llama-3-3-70b:email_01668:7a261967e238,req_01kqwdj23xf0c9xesb48xrfyk8,phishing,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,9.9384,200,phishing,0.9,1,1,0,1,1,1,1,0,1,1,1,0.0,0,0,0.0,1,0.0,0.0,0,1,8,2,6,0,8,Oferta suspeita,
email_01940,b9d66f99a561d4c9,groq-llama-3-3-70b:email_01940:03cd1f9cb2dd,req_01kqwda8bqfc4vdse3jyyrp3sf,phishing,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,12.5108,200,phishing,0.95,1,1,0,1,1,1,1,0,1,1,1,1.0,1,0,1.0,1,1.0,0.0,0,0,0,0,0,0,0,Investimento duvidoso,
email_02504,9d60b651989d3261,groq-llama-3-3-70b:email_02504:19a3f1f291c4,req_01kr508x2xfqg828ygbt5k7s6k,phishing,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,15.6861,200,phishing,0.95,1,0,0,1,1,1,1,0,1,1,1,,0,0,,1,,,0,1,8,2,2,0,9,Conteudo explicito,1.0
email_02505,97aaee9a44d516ca,groq-llama-3-3-70b:email_02505:8f105cf7a4a0,req_01kqwdc8v1eyt9abjkdx6kk0fh,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,9.8524,200,safe,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Conteudo academico,
email_02636,2fe395647995e735,groq-llama-3-3-70b:email_02636:f474c48e15ed,req_01kqwd5xvwewj9sa560pk47a6v,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,11.5972,200,safe,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email de conferencia,
email_02687,0fcd1fb935256ada,groq-llama-3-3-70b:email_02687:170fe2abb056,req_01kqwdmtaeef6agjsk5r6m1056,phishing,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,9.6933,200,phishing,0.95,1,0,0,1,1,1,1,0,1,1,1,0.0,0,0,1.0,1,0.0,0.0,0,0,8,2,4,3,9,Link suspeito,
email_02830,2e1015929ac4736c,groq-llama-3-3-70b:email_02830:f642d05ae51b,req_01kqwdfb2sezpsmpqhajpmksq2,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,10.1159,200,safe,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email legítimo,
email_02960,a87e2f93bb2dea7e,groq-llama-3-3-70b:email_02960:9a03d8498722,req_01kr509p8efb8sve9597wwnrtf,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,12.4867,200,safe,0.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,Email parece ser uma comunicacao interna,0.0
email_03936,2e1cfa82b035c26c,groq-llama-3-3-70b:email_03936:843aa3193f77,req_01kqwd99d6ey0842ndbwcdf3jj,phishing,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,9.7982,200,safe,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email vazio,
email_03946,da43452b19dadba2,groq-llama-3-3-70b:email_03946:682b5d06b46d,req_01kr50af2deatthyfg4q9hw0b7,phishing,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,12.8888,200,phishing,0.9,1,0,1,0,1,1,1,0,1,0,1,,0,0,,0,,,0,0,8,2,2,9,0,Solicitacao de dados,0.0
email_04643,3263584838324ab5,groq-llama-3-3-70b:email_04643:0fc807dd432d,req_01kqwd6b6hfaasdsbh1fw8b45d,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,13.618,200,safe,0.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email interno,
email_04652,38dfdf62cb535f14,groq-llama-3-3-70b:email_04652:5c67cac61e29,req_01kqwdt2hdf3dtpr01dek4cq2t,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,9.9324,200,safe,0.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email interno,
email_04781,ae50b92ade5c4aa6,groq-llama-3-3-70b:email_04781:e557b767246d,req_01kqwdd9ynez38zgm9696m3tbq,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,10.2182,200,safe,0.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email interno,
email_04817,0d07175b7afe4acd,groq-llama-3-3-70b:email_04817:04fde48112bf,req_01kqwdg7ezezv95pfzhk9zn9ey,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,10.146,200,phishing,0.8,1,0,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,0,anexo suspeito,
email_05133,fba6e9ba0618f4cf,groq-llama-3-3-70b:email_05133:ca3135e98c96,req_01kqwd6ndyewvam1wp79nhvcs0,safe,groq-llama-3-3-70b,groq,llama-3.3-70b-versatile,0.0,success,,,,1,10.4291,200,safe,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email legítimo,
